아파트명,주소,lat,lon
문래현대3차,서울특별시 영등포구 선유서로 6,37.5161019,126.8844422
구로금호어울림,서울특별시 구로구 공원로 26,37.5000583,126.8919875
잠원신화,서울특별시 서초구 잠원로14길 54,37.5157083,127.0136875
송파현대힐스테이트,서울특별시 송파구 풍성로26길 31,37.5311152,127.1184957
염창 일신건영휴먼빌아파트,서울특별시 강서구 양천로71가길 22,37.5520432,126.8731713
구로2차순영웰라이빌,서울특별시 구로구 가마산로 280,37.4960263,126.891625
신이문금호어울림,서울특별시 동대문구 신이문로 9,37.6041205,127.063182
뉴신사신성,서울특별시 은평구 은평터널로 163,37.5935011,126.9062236
중계성원2차,서울특별시 노원구 덕릉로89길 8,37.6611671,127.0752242
방학극동,서울특별시 도봉구 시루봉로11길 25-5,37.6645017,127.0268136
번동동문아파트,서울특별시 강북구 오현로 128,37.6239797,127.0382004
삼성청구타운,서울특별시 강남구 영동대로128길 5,37.5197827,127.0583783
당산신동아파밀리에,서울특별시 영등포구 영신로33길 3,37.519805,126.9003963
반포삼호가든맨션5차,서울특별시 서초구 서초중앙로 242,37.5039415,127.0115013
한양현대아파트,서울특별시 성동구 상원1길 17,37.5455297,127.0479977
등촌임광,서울특별시 강서구 등촌로 113,37.5404837,126.8633551
잠원동대우아이빌,서울특별시 서초구 신반포로45길 23,37.5113932,127.0183736
면목성원,서울특별시 중랑구 용마산로 278,37.5774892,127.0907522
염창월드메르디앙,서울특별시 강서구 양천로71길 38,37.5528637,126.8727626
대우디오빌플러스,서울특별시 강남구 강남대로84길 33,37.4975858,127.0311179
신월2차보람쉬움,서울특별시 양천구 오목로1길 46,37.5243291,126.8369039
정릉2차대주피오레,서울특별시 성북구 아리랑로19길 86,37.6018169,127.008977
신금호두산위브,서울특별시 성동구 행당로 27,37.5559626,127.0223133
신월성원,서울특별시 양천구 곰달래로2길 16,37.5282122,126.8339527
양평우림루미아트,서울특별시 영등포구 선유로33길 23,37.5265939,126.8880477
둔촌동동아,서울특별시 강동구 동남로49길 60-5,37.5331763,127.1458735
등촌현대1차(한마음),서울특별시 강서구 공항대로45길 24,37.5559066,126.8553276
방화삼성,서울특별시 강서구 방화대로34길 113,37.5721234,126.8221909
문래미원아파트,서울특별시 영등포구 문래로8길 5,37.5198906,126.8864037
마장중앙하이츠,서울특별시 성동구 마장로 262,37.5654091,127.039119
청암자이,서울특별시 용산구 삼개로 60,37.5351772,126.9467137
목동삼성쉐르빌2차,서울특별시 양천구 목동동로 177,37.5216391,126.8704458
남현동한일유앤아이,서울특별시 관악구 남부순환로256라길 25,37.471705,126.9735651
상계마들,서울특별시 노원구 덕릉로70가길 101,37.6416927,127.0569566
구산경향파크,서울특별시 은평구 갈현로15길 53,37.6103948,126.9059489
신대방신동아,서울특별시 동작구 여의대방로22아길 22,37.4965836,126.9240174
도곡현대그린,서울특별시 강남구 논현로51길 25,37.4889362,127.0397135
묵동신안2차,서울특별시 중랑구 공릉로2나길 46,37.6141168,127.0800228
목동현대아이파크,서울특별시 양천구 목동로 230,37.528994,126.8650035
신월수명산SK-VIEW,서울특별시 양천구 월정로 306,37.5440478,126.8293478
성사1차 풍림아파트,서울 마포구 성산동 600번지,37.5685044,126.9124027
서빙고금호베스트빌,서울 용산구 서빙고동 nan,37.5230753,126.9917568
신개봉삼환,서울특별시 구로구 경인로38길 13,37.4966551,126.8579501
마천금호어울림2차,서울특별시 송파구 성내천로 314,37.4930747,127.1557137
용마한신2차아파트,서울 중랑구 면목동 용마2차한신아파트,37.5810758,127.0944705
공릉대아2차,서울특별시 노원구 동일로183길 34,37.623339,127.0714453
상계성원,서울특별시 노원구 노원로34길 34,37.6604417,127.0658841
천호유원,서울특별시 강동구 상암로12길 24,37.5487741,127.1278651
용마동아아파트,서울특별시 중랑구 용마산로62길 43,37.5786737,127.0944957
브라운스톤 방학아파트,서울특별시 도봉구 도봉로146길 36,37.6636237,127.045175
신대방우성2차,서울특별시 동작구 여의대방로 8,37.4920816,126.9115326
노량진삼익,서울특별시 동작구 만양로 84,37.5109978,126.9451391
양재신영체르니,서울특별시 서초구 논현로27길 57,37.4791982,127.0413928
평창삼성,서울특별시 종로구 평창문화로 172,37.6107886,126.9783329
양평상록수,서울특별시 영등포구 영등포로 17,37.5237845,126.8835422
신창세방리버하이빌,서울특별시 용산구 효창원로15길 16,37.5370379,126.9541123
가양일신건영휴먼빌,서울특별시 강서구 강서로 490,37.5690251,126.841903
신반포한신14차,서울 서초구 잠원동 74,37.5087932,127.002301
이수교스위첸,서울 동작구 동작동 이수교KCC스위첸아파트,37.4976599,126.9810779
삼성하나로,서울특별시 강서구 양천로73길 5,37.5515375,126.8722863
아남리치카운티,서울특별시 중랑구 겸재로29길 27,37.5892249,127.0849955
자양현대6차,서울특별시 광진구 자양번영로3길 66,37.5328509,127.0716693
면목금호어울림,서울특별시 중랑구 용마산로 271,37.5773348,127.0892552
신사두산위브,서울특별시 은평구 갈현로1길 36,37.5999489,126.9057246
목동진도2차,서울특별시 양천구 목동동로 250,37.5256697,126.873797
양평경남1차,서울특별시 영등포구 선유로33길 22,37.5272237,126.8885519
양평동삼천리아파트,서울특별시 영등포구 선유서로 115,37.5262329,126.8853638
신성수정,서울특별시 은평구 은평터널로7길 2,37.5927487,126.9063355
개포우성5차,서울특별시 강남구 언주로29길 34,37.4859774,127.0475885
신반포15차아파트,서울 서초구 반포동 12번지,37.5038318,126.9936943
봉천은천1단지,서울특별시 관악구 인헌12길 46-2,37.4714734,126.9647078
중동계룡,서울특별시 마포구 월드컵북로38가길 20,37.5706353,126.905875
마곡금호어울림,서울특별시 강서구 양천로47길 94,37.5746242,126.8376117
중계청암3단지,서울특별시 노원구 덕릉로86길 70,37.6608487,127.0797206
래미안수유(임대),서울특별시 강북구 한천로159길 8,37.6447964,127.0181926
홍은풍림1차,서울특별시 서대문구 통일로48가길 37,37.5949317,126.9420732
망원1차대림,서울특별시 마포구 망원로2길 103,37.5534385,126.90486
송파파인타운4단지,서울특별시 송파구 새말로12길 16,37.4818131,127.1296412
목동진도1차,서울특별시 양천구 목동서로 264,37.5244455,126.868592
자양현대,서울특별시 광진구 뚝섬로56길 72,37.5281212,127.0824168
중곡SK,서울특별시 광진구 용마산로 174,37.5688712,127.086509
신도신월1차,서울특별시 양천구 신월로20길 33,37.51794,126.8468136
오류금호어울림,서울특별시 구로구 고척로 41,37.4984546,126.8391422
사당삼익그린뷰,서울특별시 동작구 남부순환로255길 21,37.4772227,126.9691308
공덕현대,서울특별시 마포구 마포대로11길 73,37.5482962,126.9501318
창동금용,서울특별시 도봉구 우이천로 200,37.6378476,127.0356752
역삼금호어울림,서울특별시 강남구 도곡로7길 22,37.4920882,127.0349001
면목삼호,서울특별시 중랑구 용마산로 259,37.5763667,127.088375
양평동보아파트,서울특별시 영등포구 양평로23길 18,37.5379791,126.8909429
청담삼환,서울특별시 강남구 학동로77길 49,37.5216958,127.0476322
서초자이,서울특별시 서초구 효령로68길 81,37.4848719,127.0202181
천호현대타워,서울특별시 강동구 천호대로 1095,37.5364504,127.1346427
한솔리베르,서울특별시 광진구 뚝섬로56가길 28,37.5281456,127.084689
시흥금강,서울특별시 금천구 독산로50길 57-2,37.4630828,126.9080935
상일동아,서울특별시 강동구 상암로81길 7,37.5461461,127.1675162
염창우성2차,서울특별시 강서구 양천로67길 54,37.5556867,126.8695201
등촌태영,서울특별시 강서구 양천로 590,37.55566,126.8641456
문래한신,서울특별시 영등포구 선유서로 35,37.5193166,126.8840481
신정대성유니드아파트2차,서울특별시 양천구 중앙로29길 108,37.5209773,126.8488666
방화3차우림필유,서울특별시 강서구 양천로14길 118,37.5733512,126.7983185
화곡2차보람,서울특별시 강서구 공항대로48길 12,37.5540644,126.8546342
청담휴먼스타빌,서울특별시 강남구 도산대로 454,37.5237052,127.0460731
창동대동,서울특별시 도봉구 도봉로 642-30,37.6617487,127.0440625
개봉상우,서울 구로구 개봉동 473 개봉상우아파트,37.4936411,126.8613898
브라운스톤구산,서울특별시 은평구 갈현로17길 17,37.6115205,126.9092409
구로월드,서울특별시 구로구 구로중앙로 229,37.5055458,126.875877
신월대주파크빌,서울특별시 양천구 남부순환로85길 16,37.5144203,126.8426052
성산2차e-편한세상,서울특별시 마포구 월드컵북로 216,37.5697756,126.9053595
포스코더샵스타리버,서울특별시 송파구 올림픽로35길 93,37.5177485,127.1044137
도봉현대성우,서울특별시 도봉구 마들로 735-8,37.676276,127.0476751
월계한일1차,서울특별시 노원구 석계로15길 25,37.6219737,127.0615753
공릉대동2차,서울특별시 노원구 동일로195길 39,37.6266546,127.0701721
쌍문대우파크힐아파트,서울특별시 도봉구 시루봉로 8,37.6515473,127.0292393
등촌코오롱오투빌1차,서울특별시 강서구 화곡로66길 90,37.5560031,126.8582916
예성그린캐슬아파트,서울특별시 중랑구 용마산로112가길 34,37.597046,127.1020462
공릉대주파크빌,서울특별시 노원구 섬밭로 52,37.6211799,127.0722615
코오롱하늘채아파트,서울특별시 은평구 갈현로29길 62,37.6232165,126.9109852
쌍문현대2차,서울특별시 도봉구 시루봉로6길 53,37.6593237,127.0300422
여의도서울,서울특별시 영등포구 여의나루로 121,37.5270586,126.9311508
이촌반도,서울특별시 용산구 이촌로 324-10,37.5170003,126.9819539
신수세양청마루,서울특별시 마포구 독막로 209,37.5477681,126.9368027
녹번현대2차,서울특별시 은평구 서오릉로 46,37.6051208,126.9246203
진로유통조합아파트(진로대림아파트),서울 노원구 중계동 78,37.6486779,127.0820882
홍제남양,서울특별시 서대문구 홍제내길 168,37.5887933,126.9381745
공덕한화꿈에그린,서울특별시 마포구 마포대로10길 22,37.5471128,126.9554496
방배3차e편한세상,서울특별시 서초구 동광로 89-5,37.4943275,126.9917515
갈현한솔아파트,서울특별시 은평구 갈현로23길 41,37.6181006,126.9100162
묵동금호어울림,서울특별시 중랑구 공릉로2길 39,37.6127305,127.0800529
정릉쌍용,서울특별시 성북구 북악산로 847,37.5995474,127.0183398
장안2차현대홈타운,서울특별시 동대문구 장한로26다길 84,37.5685321,127.0715649
서초한신플러스타운,서울특별시 서초구 남부순환로323길 38-15,37.4824547,127.0138848
창동성원,서울특별시 도봉구 마들로16길 56,37.660802,127.0497889
북한산한신휴플러스,서울특별시 도봉구 도봉로136가길 73,37.654516,127.0464538
오금우방,서울특별시 송파구 성내천로 87,37.501501,127.1395964
둔촌현대2차,서울특별시 강동구 풍성로65길 34,37.5300052,127.1408785
도화현대,서울특별시 마포구 새창로6다길 22,37.5402834,126.9539119
염창우성3차,서울특별시 강서구 공항대로63길 14,37.5512975,126.8674295
여의도장미,서울특별시 영등포구 국제금융로7길 32,37.5234281,126.9342433
정릉우방아파트,서울특별시 성북구 북악산로 746,37.6002122,127.0097457
DMC청구,서울 은평구 수색동 413번지,37.5811202,126.9014333
청담대우유로카운티,서울특별시 강남구 도산대로92길 10,37.5235176,127.0500382
현대공무원,서울특별시 금천구 금하로23라길 31,37.4540267,126.9106809
도곡대림,서울 강남구 도곡동 960번지,37.4866347,127.040409
신림초원,서울특별시 관악구 미성5길 40,37.4734101,126.9141266
상도경향렉스빌,서울특별시 동작구 양녕로23길 9,37.4952643,126.9422939
DMC휴먼빌,서울특별시 서대문구 거북골로18가길 23,37.5773849,126.912154
망우신원,서울특별시 중랑구 망우로 504-7,37.5999879,127.1084773
천호코오롱,서울특별시 강동구 진황도로 12,37.5394858,127.1283799
삼성현대,서울특별시 강남구 학동로64길 14,37.5167109,127.044375
개포현대3차,서울특별시 강남구 개포로 409,37.4878695,127.0613626
하월곡아남,서울특별시 성북구 종암로36길 52,37.6056942,127.0347011
양평경남2차아너스빌,서울특별시 영등포구 양평로17길 9,37.5357495,126.8962196
공릉신성미소지움,서울특별시 노원구 공릉로42길 13-14,37.6250356,127.0810608
불광대호2차,서울특별시 은평구 불광로 90,37.6147577,126.9328692
월계극동,서울 노원구 월계동 nan,37.6295448,127.0459205
마천금호,서울특별시 송파구 마천로57길 16,37.4947152,127.1533259
방배1차이편한세상,서울특별시 서초구 서초대로34길 34,37.4875435,126.9992461
우성캐릭터199 아파트,서울특별시 강남구 언주로 118,37.4865208,127.0518892
면목마젤란,서울특별시 중랑구 겸재로30길 42,37.5868369,127.0841438
신반포한신23차,서울 서초구 반포동 신반포아파트,37.5094382,127.0011826
목동성원,서울특별시 양천구 목동서로 234,37.5264032,126.8693341
갈현미미,서울특별시 은평구 갈현로29길 11,37.6189819,126.913541
당산삼익,서울특별시 영등포구 국회대로 552,37.5279629,126.8953498
도림청구,서울특별시 영등포구 도영로7길 7,37.549662,127.1088843
광장일신워커힐,서울 광진구 광장동 148-4,37.549662,127.1088843
신월서울가든,서울특별시 양천구 중앙로53길 5,37.5252901,126.848656
코오롱하늘채아파트,서울특별시 강서구 공항대로55길 19,37.554268,126.8606406
도봉파크빌3단지,서울특별시 도봉구 마들로 891,37.6876334,127.048658
문래대림,서울특별시 영등포구 선유로 33,37.5170201,126.8880592
보라매코오롱하늘채,서울특별시 동작구 여의대방로24다길 40,37.4985351,126.9231264
신림우방,서울특별시 관악구 관천로27길 2,37.4889489,126.9188034
창동현대4차아이파크,서울특별시 도봉구 노해로69가길 54,37.6589076,127.0459487
창동한신,서울특별시 도봉구 도봉로110다길 5,37.6457291,127.0349775
마곡현대아파트,서울특별시 강서구 양천로 140,37.5730247,126.8192912
번동한진,서울특별시 강북구 월계로37길 65,37.6248335,127.0446321
성수한강한신,서울특별시 성동구 성수이로 3,37.5358423,127.0527166
염창1차보람더하임,서울특별시 강서구 양천로 666,37.5516408,126.8703148
삼창타워프라자,서울특별시 노원구 한글비석로 383,37.6589806,127.0726659
봉천벽산타운2차,서울특별시 관악구 구암5가길 49,37.49251,126.9460383
암사동한솔아파트,서울특별시 강동구 암사19길 25,37.5520769,127.1403182
성내1차e-편한세상,서울특별시 강동구 천호대로168길 58,37.5332423,127.1309281
동양파라곤,서울특별시 강남구 언주로130길 30,37.5147528,127.0381516
우장산에스케이뷰,서울특별시 강서구 우현로 26,37.5481674,126.8430656
자양한강현대,서울특별시 광진구 능동로 19,37.5330936,127.066837
안암삼익,서울특별시 성북구 안암로9길 30,37.5818996,127.0248881
대주피오레아파트,서울특별시 은평구 백련산로 6,37.5867673,126.9236175
신도림대림3차,서울특별시 구로구 신도림로 11,37.5070754,126.8783359
고척우성꿈동산,서울특별시 구로구 경인로47다길 34-7,37.5033206,126.8659412
창동대림,서울특별시 도봉구 노해로63길 75,37.6534648,127.045737
도봉극동아파트,서울 도봉구 도봉동 81-1호,37.6825214,127.0496186
당산성원아파트,서울특별시 영등포구 양평로 57,37.5346101,126.8991652
신정명지해드는터,서울특별시 양천구 신목로 43,37.5188309,126.8723424
개화산동부센트레빌,서울특별시 강서구 양천로3길 17,37.5732767,126.8061003
창동현대,서울특별시 도봉구 해등로16길 12,37.6557963,127.0408817
동부(돌타운)아파트,서울특별시 구로구 경인로 248-13,37.4971316,126.8487072
응암신동아,서울특별시 은평구 백련산로 127,37.5969983,126.923497
대방우정,서울특별시 동작구 여의대방로62길 23,37.5142635,126.9301341
역삼동부센트레빌,서울특별시 강남구 선릉로 423,37.5024446,127.0493831
우장산롯데3차,서울특별시 강서구 우장산로 92,37.5526254,126.8469523
목동극동늘푸른,서울특별시 양천구 목동중앙본로 10,37.5385437,126.8714519
삼정그린코아,서울특별시 강서구 공항대로75길 30,37.5476791,126.8751245
염창벽산늘푸른,서울특별시 강서구 양천로63길 52,37.5580776,126.8661662
마곡한숲대림아파트,서울특별시 강서구 방화대로50길 7,37.5771877,126.8175188
건영월드컵,서울특별시 마포구 성암로 41,37.5688306,126.9117669
현대멤피스아파트,서울특별시 서초구 방배로 249,37.4940815,126.9892632
송파동부센트레빌,서울특별시 송파구 송파대로37길 29,37.5004853,127.1092616
상계불암대림제2,서울특별시 노원구 덕릉로94가길 41,37.6639068,127.0779474
구로성호주상복합,서울특별시 구로구 가마산로 283,37.4969204,126.891368
관악산신도브래뉴,서울특별시 금천구 금하로24나길 48,37.4479487,126.9106575
잠원한신로얄,서울특별시 서초구 신반포로33길 64,37.5135903,127.009318
서서울삼성아파트,서울특별시 마포구 마포대로 262,37.5563617,126.9591333
현대강변,서울특별시 광진구 자양로3가길 43,37.5283974,127.0856424
대상,서울특별시 구로구 개봉로1길 170,37.4823243,126.8497887
행당브라운스톤,서울특별시 성동구 행당로 99,37.5589247,127.029416
시티파크2단지,서울특별시 용산구 서빙고로 31,37.5261643,126.9698845
미아2동경남아너스빌,서울특별시 강북구 삼양로74길 8,37.6287523,127.0191154
은평뉴타운상림마을6단지 제1아파트(8단지 푸르지오),서울특별시 은평구 진관4로 78-7,37.6499688,126.9328208
목동현대2차,서울특별시 양천구 목동동로 202,37.5234632,126.8717412
마곡청구아파트,서울특별시 강서구 양천로26길 103,37.5729601,126.8219282
월곡2SHville임대,서울특별시 성북구 회기로5길 142,37.5975546,127.0417743
신정대림,서울특별시 양천구 신목로5길 9,37.5178406,126.8740132
가락현대5차,서울특별시 송파구 오금로 370,37.4995774,127.1310772
신수현대,서울특별시 마포구 토정로 242,37.5430889,126.9370025
가산삼익아파트,서울특별시 금천구 두산로9길 56,37.4729051,126.8929933
망원휴먼빌,서울 마포구 망원동 509,37.5586582,126.898736
대치대우아이빌4차,서울특별시 강남구 선릉로90길 56,37.5051358,127.0538874
중계현대1차,서울특별시 노원구 중계로8길 106,37.6486998,127.0849795
도곡현대,서울특별시 강남구 도곡로18길 34,37.4892623,127.0387604
사당삼호그린,서울특별시 동작구 사당로2가길 188,37.4860661,126.9653347
염창한강동아(2차),서울특별시 강서구 양천로73길 80,37.5540431,126.8742629
영화 아이닉스,서울특별시 구로구 개봉로1길 188,37.4828153,126.8492712
방학동양크레오,서울특별시 도봉구 시루봉로 166,37.6645568,127.0302398
LG개포자이아파트,서울특별시 강남구 개포로109길 69,37.4962963,127.0766243
당산디오빌,서울특별시 영등포구 당산로 222,37.5332373,126.9022713
정릉우정에쉐르,서울특별시 성북구 북악산로 742-12,37.6001332,127.0107566
양평삼호,서울특별시 영등포구 선유로 172,37.528336,126.8927894
중계우성3차,서울특별시 노원구 덕릉로 613,37.6524246,127.0730455
신기목련,서울특별시 영등포구 신길로42가길 34,37.5083649,126.9150295
초안산신도브래뉴,서울특별시 도봉구 우이천로4라길 11-14,37.6334333,127.0425663
신림동부센트레빌,서울특별시 관악구 미성3길 16,37.4732059,126.9163206
치현마을동일스위트리버아파트,서울특별시 강서구 금낭화로24가길 28,37.579321,126.8158189
홍제태영으뜸,서울특별시 서대문구 세검정로3길 63,37.5935653,126.9466544
청담2차현대아파트,서울특별시 강남구 선릉로 748,37.5215554,127.0407663
신길우창,서울 영등포구 신길동 4501,37.4973055,126.9123051
자양우방리버파크,서울특별시 광진구 능동로4길 78,37.531148,127.0705581
독산현대,서울특별시 금천구 범안로17길 12,37.4674692,126.8950063
공릉건영장미,서울특별시 노원구 공릉로51길 14-1,37.6292718,127.0753286
상계코오롱,서울특별시 노원구 노원로26가길 25,37.6526723,127.0699176
오금삼성,서울특별시 송파구 문정로 197,37.4964677,127.1390705
금호어울림1차,서울 송파구 마천동 575,37.4982315,127.1548193
신월대림,서울특별시 양천구 오목로13길 7,37.52371,126.8448771
서초대우아이빌,서울특별시 서초구 서초대로58길 10,37.4942468,127.0175669
수명산롯데캐슬,서울특별시 양천구 월정로 303,37.5445455,126.8284979
강서센트레빌4차,서울특별시 강서구 남부순환로 11,37.5606079,126.808144
현대성우,서울특별시 강북구 삼양로24길 19,37.6170268,127.0221097
상계수락현대,서울특별시 노원구 동일로242길 95,37.6753305,127.0599531
봉천인헌,서울특별시 관악구 낙성대로15길 66,37.4680743,126.9625656
휘경동일하이빌,서울특별시 동대문구 장안벚꽃로5길 10,37.5818757,127.0734291
역삼한스빌아파트,서울특별시 강남구 도곡로3길 26,37.4919817,127.0330105
면목삼익,서울특별시 중랑구 동일로 501,37.5752236,127.0796017
삼호한숲,서울특별시 영등포구 선유로47길 34,37.5368785,126.89376
우리유앤미,서울특별시 구로구 구로동로43길 10,37.4966164,126.8817971
성수현대,서울특별시 성동구 서울숲길 25,37.548195,127.0409089
신정현대,서울특별시 양천구 신목로 23,37.5171463,126.8744771
청담래미안,서울특별시 강남구 학동로 405,37.5179137,127.0427658
브라운스톤금호아파트,서울특별시 성동구 매봉길 24,37.5468722,127.0154576
보문아남,서울특별시 성북구 보문사길 112,37.5812555,127.0173522
문래대원,서울특별시 영등포구 문래로4길 26,37.5186203,126.8827818
오류라인,서울특별시 구로구 경인로 230-13,37.4966587,126.8470682
성수현대그린,서울특별시 성동구 뚝섬로3길 6,37.5407018,127.0504495
